Model Pair,l2 p-value,unpermuted l2,permuted l2s
meta-llama/Llama-2-7b-hf vs codellama/CodeLlama-7b-hf,0.01,93.18718912197232,132.05157871972318,132.05082179930795,132.0419009515571,132.04476643598616,132.03995458477507,132.04484753460207,132.04233347750866,132.04203611591694,132.02357266435988,132.0313310986159,132.04133326124568,132.0299794550173,132.041035899654,132.03403438581316,132.04498269896195,132.05074070069205,132.03608888408306,132.02641111591694,132.0261678200692,132.03270977508652,132.0413062283737,132.04349589100346,132.04060337370242,132.0303849480969,132.04200908304497,132.0373053633218,132.04376621972318,132.04279303633217,132.03746756055364,132.048821366782,132.05063256920414,132.04917279411765,132.03687283737025,132.03990051903114,132.03938689446366,132.03616998269896,132.0414143598616,132.04460423875432,132.0300605536332,132.04928092560553,132.0401438148789,132.047848183391,132.03941392733563,132.0504974048443,132.0397653546713,132.0411169982699,132.05222750865053,132.05025410899654,132.04311743079586,132.04152249134947,132.0435499567474,132.03844074394465,132.03768382352942,132.033196366782,132.04184688581316,132.0558499134948,132.0356563581315,132.0525519031142,132.03611591695503,132.03911656574394,132.04692906574394,132.0583910034602,132.04273897058823,132.04636137543253,132.04955125432525,132.0530384948097,132.0344669117647,132.03471020761245,132.033196366782,132.04108996539793,132.04849697231833,132.02995242214533,132.0433607266436,132.03146626297578,132.03838667820068,132.024410683391,132.0287089100346,132.0296820934256,132.03854887543253,132.04598291522493,132.0377919550173,132.04895653114187,132.0298983564014,132.0441176470588,132.02065311418684,132.03654844290656,132.0482266435986,132.02643814878894,132.04836180795849,132.04006271626298,132.03579152249134,132.03660250865053,132.05247080449826,132.05047037197232,132.03965722318338,132.03441284602076,132.05060553633217,132.03714316608998,132.03862997404843,132.04200908304497
meta-llama/Llama-2-7b-hf vs openlm-research/open_llama_7b,0.7,122.27028296821305,122.26932989690722,122.27398786512028,122.27390732388317,122.27303479381443,122.27692762027492,122.26056432560138,122.26719555412372,122.26647068298969,122.27483354810997,122.27200118127148,122.26848421391753,122.28572003865979,122.28478039089347,122.27780015034364,122.2675445661512,122.2703903565292,122.26941043814433,122.26728951890034,122.27903511597938,122.2711689218213,122.2724441580756,122.26934332044674,122.27316902920963,122.27233676975945,122.27694104381443,122.2737193943299,122.26997422680412,122.27283344072166,122.26644383591065,122.26551761168385,122.27107495704468,122.27491408934708,122.2752899484536,122.27907538659794,122.28435083762886,122.25655068728523,122.270591709622,122.28267289518901,122.27515571305842,122.2756389604811,122.2705245919244,122.26542364690722,122.27439057130584,122.27637725515464,122.28272658934708,122.26685996563575,122.28712951030928,122.28406894329896,122.2765651847079,122.28468642611683,122.27808204467354,122.26298056271477,122.26336984536083,122.27016215635739,122.2815318943299,122.28082044673539,122.27277974656357,122.27076621563575,122.27816258591065,122.2646316580756,122.27404155927834,122.27562553694158,122.2571010524055,122.26389336340206,122.268470790378,122.26716870704468,122.2803908934708,122.27643094931271,122.28996187714776,122.27609536082474,122.28057882302406,122.2712360395189,122.2636383161512,122.27245758161511,122.2852904853952,122.27440399484536,122.27890088058419,122.26483301116839,122.27869952749141,122.2716655927835,122.28151847079037,122.2673297895189,122.27923646907216,122.27596112542955,122.27347777061856,122.28584085051547,122.27966602233677,122.27594770189003,122.26401417525773,122.27174613402062,122.28414948453609,122.28114261168385,122.25987972508591,122.27652491408935,122.27314218213058,122.27409525343643,122.27867268041237,122.26774591924399,122.26245704467354,122.27077963917526
meta-llama/Llama-2-7b-hf vs huggyllama/llama-7b,0.54,122.27950493986255,122.27486039518901,122.28463273195877,122.2864314862543,122.27872637457045,122.27867268041237,122.27773303264605,122.27649806701031,122.28712951030928,122.27754510309278,122.27550472508591,122.28747852233677,122.28261920103093,122.270591709622,122.27614905498282,122.28127684707904,122.270591709622,122.27958548109966,122.27929016323024,122.27051116838489,122.27708870274914,122.2786189862543,122.27534364261169,122.27955863402062,122.27829682130584,122.28205541237114,122.27977341065292,122.26401417525773,122.2897068298969,122.28565292096219,122.26490012886597,122.27426975945018,122.29236469072166,122.28436426116839,122.2882033934708,122.28114261168385,122.28251181271477,122.2842300257732,122.2813842353952,122.28860609965636,122.2909149484536,122.2908344072165,122.2858676975945,122.28393470790378,122.27354488831615,122.27963917525773,122.2774108676976,122.29558634020619,122.27974656357388,122.28812285223368,122.29461984536083,122.28704896907216,122.2715850515464,122.26608140034364,122.26197379725086,122.27692762027492,122.28788122852234,122.27958548109966,122.2872100515464,122.27775987972508,122.27550472508591,122.28205541237114,122.28436426116839,122.27990764604812,122.27604166666667,122.27714239690722,122.27389390034364,122.28125,122.27843105670104,122.27241731099656,122.28664626288659,122.26771907216495,122.2760685137457,122.28774699312714,122.28259235395188,122.28484750859107,122.28433741408935,122.27013530927834,122.28479381443299,122.28551868556701,122.27765249140893,122.26758483676976,122.28814969931271,122.27896799828179,122.28149162371135,122.28576030927834,122.29311640893471,122.28299506013745,122.2726589347079,122.27891430412372,122.27445768900344,122.27843105670104,122.27268578178695,122.2838810137457,122.27996134020619,122.2746456185567,122.27453823024055,122.29010953608247,122.2850891323024,122.27300794673539,122.28710266323024
meta-llama/Llama-2-7b-hf vs lmsys/vicuna-7b-v1.5,0.01,4.1913064124248285,111.40988777920963,111.4162639604811,111.4112972508591,111.4123577104811,111.40202158505154,111.4141296176976,111.38573883161511,111.3972964991409,111.42339185996563,111.4049747637457,111.39443728522336,111.4005718427835,111.40771316580756,111.4324527491409,111.40414250429554,111.43137886597938,111.40233032646049,111.41706937285224,111.44485609965636,111.42356636597938,111.41751234965636,111.38518846649484,111.38039626288659,111.41241140463917,111.41616999570446,111.41276041666667,111.40418277491409,111.42352609536083,111.39218213058419,111.41365979381443,111.40744469501718,111.40552512886597,111.3884235395189,111.4141296176976,111.4035518685567,111.4170425257732,111.4012161726804,111.41414304123711,111.40931056701031,111.43415753865979,111.41148518041237,111.41082742697594,111.41332420532646,111.40336393900344,111.4093776847079,111.41325708762886,111.39212843642612,111.36345575601375,111.41567332474227,111.42532484965636,111.42834514604812,111.41506926546391,111.41302888745705,111.39298754295532,111.41467998281787,111.41370006443299,111.41050526202748,111.39920264175258,111.41560620704468,111.41368664089347,111.39293384879726,111.42366033075601,111.38220844072166,111.42277437714776,111.41124355670104,111.39641054553265,111.42132463487972,111.41400880584193,111.41450547680412,111.39639712199313,111.40961930841924,111.40094770189003,111.40665270618557,111.41680090206185,111.40949849656357,111.426841709622,111.40143094931271,111.42231797680412,111.42061318728523,111.41054553264605,111.41502899484536,111.4170425257732,111.4147068298969,111.42254617697594,111.41698883161511,111.43566097508591,111.41457259450172,111.42980831185567,111.41288122852234,111.41047841494846,111.4120086984536,111.4169754080756,111.40952534364261,111.42842568728523,111.40661243556701,111.39262510738831,111.39547089776632,111.40763262457045,111.42008966924399,111.42800955756013
meta-llama/Llama-2-7b-hf vs EleutherAI/llemma_7b,0.01,88.74339722102076,124.33972210207612,124.33282871972318,124.33428849480968,124.32993620242215,124.34894031141869,124.3295847750865,124.3283142301038,124.33209883217994,124.32628676470588,124.31741998269896,124.34288494809688,124.34204692906575,124.32566500865052,124.33596453287197,124.34515570934256,124.35004865916954,124.33196366782006,124.32552984429066,124.34983239619378,124.32985510380622,124.33674848615917,124.33604563148789,124.33090938581314,124.3409115484429,124.34493944636678,124.33155817474048,124.33477508650519,124.34188473183391,124.34058715397924,124.3288008217993,124.33655925605537,124.33631596020761,124.32899005190312,124.35085964532873,124.33961397058823,124.32536764705883,124.32928741349481,124.33980320069205,124.3333964100346,124.31693339100346,124.33461288927336,124.33564013840831,124.3396410034602,124.33450475778547,124.34566933391004,124.33461288927336,124.33599156574394,124.327151816609,124.33820826124567,124.32677335640139,124.34280384948097,124.34139814013841,124.33431552768167,124.32274545847751,124.33431552768167,124.34210099480968,124.32774653979239,124.34764273356402,124.32088019031141,124.33585640138408,124.33215289792388,124.33331531141869,124.329098183391,124.33423442906575,124.33353157439447,124.31585207612457,124.35286007785467,124.32485402249135,124.33682958477509,124.32361051038062,124.33353157439447,124.33666738754326,124.32580017301038,124.33420739619378,124.3295847750865,124.34607482698962,124.33664035467127,124.34556120242215,124.3423713235294,124.34212802768167,124.32174524221453,124.33069312283737,124.34088451557093,124.32277249134948,124.33623486159169,124.33377487024221,124.32963884083046,124.34593966262976,124.34034385813149,124.32777357266436,124.33358564013841,124.32085315743944,124.34069528546713,124.3389651816609,124.32885488754326,124.33047685986159,124.329098183391,124.3323150951557,124.3367214532872,124.32131271626298
meta-llama/Llama-2-7b-hf vs lmsys/vicuna-7b-v1.1,0.31,122.32382946735395,122.33115871993127,122.31719823883161,122.31287585910653,122.3221649484536,122.3154800257732,122.32098367697594,122.3173324742268,122.31561426116839,122.32866194158076,122.30825816151203,122.32503758591065,122.31749355670104,122.31824527491409,122.31663445017182,122.31043277491409,122.31840635738831,122.32970897766323,122.31829896907216,122.32447379725086,122.32071520618557,122.3299774484536,122.3195339347079,122.30586877147766,122.31803049828179,122.31980240549828,122.33448775773196,122.32780283505154,122.3230777491409,122.31652706185567,122.32624570446735,122.3242858676976,122.30023088487972,122.32345360824742,122.31486254295532,122.3313198024055,122.32718535223368,122.33652813573883,122.31835266323024,122.32868878865979,122.32178908934708,122.32586984536083,122.30815077319588,122.31905068728523,122.31558741408935,122.31650021477664,122.3141376718213,122.31190936426117,122.32530605670104,122.32718535223368,122.31322487113403,122.32334621993127,122.31284901202748,122.31556056701031,122.30307667525773,122.32050042955326,122.32272873711341,122.3085266323024,122.32079574742268,122.31180197594502,122.30774806701031,122.32423217353951,122.31652706185567,122.3191043814433,122.31539948453609,122.32063466494846,122.30337199312714,122.30900987972508,122.32503758591065,122.31416451890034,122.32079574742268,122.31792310996563,122.33027276632302,122.32468857388317,122.32560137457045,122.30543921821305,122.3055466065292,122.31765463917526,122.32299720790378,122.31762779209622,122.31207044673539,122.32858140034364,122.32624570446735,122.32608462199313,122.32267504295532,122.31671499140893,122.3194533934708,122.32541344501718,122.3225139604811,122.3261383161512,122.3116408934708,122.3131443298969,122.33674291237114,122.32710481099656,122.3195339347079,122.32288981958763,122.3251449742268,122.31478200171821,122.3196681701031,122.30903672680412,122.31709085051547
meta-llama/Llama-2-7b-hf vs microsoft/Orca-2-7b,0.01,5.711168968966263,109.73838938148789,109.76823367214533,109.74444474480968,109.75990754757785,109.75594723183391,109.74075475778547,109.76926092128028,109.75613646193771,109.7564473399654,109.75486591695501,109.73783520761246,109.75616349480968,109.73333423442907,109.7333072015571,109.7589884299308,109.74649924307958,109.7417009083045,109.74762110726644,109.7486348399654,109.74178200692042,109.75535250865052,109.74284980536332,109.75802876297578,109.74459342560553,109.7354427984429,109.7502027465398,109.74397166955018,109.75358185553634,109.74764814013841,109.74810769896193,109.73225291955018,109.74786440311419,109.74144409602076,109.72913062283737,109.73580774221453,109.7557580017301,109.745120566609,109.73607807093425,109.74572880622837,109.75629865916954,109.75543360726644,109.74751297577855,109.73726751730104,109.76432742214533,109.74180903979239,109.74395815311419,109.73598345588235,109.75665008650519,109.75124351211073,109.7499053849481,109.76511137543253,109.74045739619378,109.74457990916954,109.74847264273356,109.74220101643598,109.7159115484429,109.75601481401384,109.73921388408304,109.73537521626298,109.75866403546713,109.7580963451557,109.74631001297578,109.74312013408304,109.7440392517301,109.76505730968859,109.74194420415225,109.76772004757785,109.73433445069205,109.73845696366782,109.75387921712803,109.74189013840831,109.75978589965398,109.73451016435986,109.73171226211073,109.71661440311419,109.73563202854672,109.74274167387543,109.74071420847751,109.73142841695501,109.74034926470588,109.73146896626298,109.72857644896193,109.74256596020761,109.73361807958477,109.76313797577855,109.73498323961938,109.74025464965398,109.75832612456747,109.76293522923875,109.76716587370242,109.72335910467127,109.75854238754326,109.73529411764706,109.74763462370242,109.7467695717993,109.76869323096886,109.74939176038062,109.73225291955018,109.74653979238754,109.75794766435986
meta-llama/Llama-2-7b-hf vs LLM360/Amber,0.2,148.0270618556701,148.01374570446737,148.0257731958763,148.03135738831614,148.01331615120276,148.01460481099656,148.00644329896906,148.03823024054984,148.02276632302406,148.03221649484536,148.01546391752578,148.04252577319588,148.02405498281786,148.0176116838488,148.02190721649484,148.01202749140893,148.0266323024055,148.0158934707904,148.0189003436426,148.01847079037802,148.0356529209622,148.02061855670104,148.01245704467354,148.01159793814432,148.01675257731958,148.0180412371134,148.03264604810997,148.0287800687285,148.02018900343643,148.0257731958763,148.01460481099656,148.01202749140893,148.02018900343643,148.01374570446737,148.02061855670104,148.02448453608247,148.02405498281786,148.01460481099656,148.0287800687285,148.01503436426117,148.02362542955328,148.01847079037802,148.03049828178695,148.00644329896906,148.0098797250859,148.01417525773195,148.0171821305842,148.00644329896906,148.03049828178695,148.0081615120275,148.0266323024055,148.02061855670104,148.01675257731958,148.02491408934708,148.0270618556701,148.01675257731958,148.03908934707903,148.0274914089347,148.01675257731958,148.0158934707904,148.03307560137458,148.0090206185567,148.01331615120276,148.0171821305842,148.01503436426117,148.01374570446737,148.01503436426117,148.01546391752578,148.02018900343643,148.03393470790377,148.03608247422682,148.0356529209622,148.03092783505156,148.0266323024055,148.02362542955328,148.02061855670104,148.02319587628867,148.0158934707904,148.01159793814432,148.02233676975945,148.01331615120276,148.0270618556701,148.0171821305842,148.02362542955328,148.03178694158075,148.01116838487974,148.0262027491409,148.03049828178695,148.02362542955328,148.0270618556701,148.0257731958763,148.0257731958763,147.99785223367698,148.02190721649484,148.01503436426117,148.0253436426117,148.02233676975945,148.02405498281786,148.0017182130584,148.0004295532646,148.03393470790377
codellama/CodeLlama-7b-hf vs openlm-research/open_llama_7b,0.38,140.50532547577853,140.5032033953287,140.5064608564014,140.51106996107268,140.49125486591694,140.50667711937717,140.50873161764707,140.50923172577853,140.49525573096886,140.5012840614187,140.50564987024222,140.49528276384083,140.4923902465398,140.50493349913495,140.4986483564014,140.50863700259515,140.50363592128028,140.5041089965398,140.49612078287197,140.49152519463667,140.5005001081315,140.517584883218,140.50701503027682,140.49028168252596,140.49904033304497,140.50935337370242,140.50778546712803,140.49187662197232,140.49671550605535,140.5021355968858,140.50373053633217,140.49620188148788,140.49144409602076,140.50054065743944,140.5080017301038,140.50940743944636,140.51417874134947,140.49390408737025,140.50521734429066,140.51169171712803,140.4971750648789,140.5050686634948,140.48786224048442,140.50223021193773,140.5075151384083,140.5000810986159,140.51462478373702,140.50389273356402,140.50124351211073,140.50512272923876,140.5103671064014,140.50636624134947,140.50823150951558,140.50950205449826,140.50141922577853,140.5096642517301,140.50913711072664,140.49066014273356,140.51182688148788,140.5005812067474,140.4827124783737,140.51116457612457,140.49401221885813,140.50786656574394,140.5064473399654,140.49655330882354,140.50082450259515,140.5028384515571,140.49266057525952,140.49933769463667,140.506825800173,140.4949178200692,140.50093263408306,140.5046902032872,140.49213343425606,140.50385218425606,140.49698583477507,140.50163548875432,140.50366295415225,140.5062581098616,140.5017706531142,140.49616133217992,140.51032655709344,140.51282709775086,140.5035007569204,140.50894788062283,140.5027573529412,140.49937824394465,140.50121647923876,140.5116376513841,140.49831044550174,140.50066230536333,140.49010596885813,140.49332288062283,140.50817744377161,140.50729887543253,140.5018517517301,140.48883542387543,140.5067447015571,140.509772383218,140.49279573961937
codellama/CodeLlama-7b-hf vs huggyllama/llama-7b,0.69,140.80544442041523,140.79292820069205,140.80676903114187,140.8191500865052,140.80906682525952,140.81752811418684,140.80882352941177,140.80971561418684,140.8163116349481,140.82358347750866,140.81920415224914,140.80328179065745,140.80536332179932,140.81898788927336,140.8016598183391,140.82015030276816,140.7961721453287,140.8296929065744,140.82950367647058,140.8107428633218,140.80736375432525,140.80855320069205,140.81850129757785,140.806633866782,140.81187824394465,140.8059580449827,140.8185553633218,140.81771734429066,140.80606617647058,140.8207179930796,140.82880082179932,140.81477076124568,140.80079476643598,140.78873810553634,140.81606833910035,140.80755298442907,140.81393274221455,140.8020653114187,140.80160575259515,140.81898788927336,140.81304065743944,140.80717452422147,140.80017301038063,140.81909602076124,140.79106293252596,140.8329098183391,140.80252487024222,140.80322772491348,140.81925821799308,140.80417387543253,140.80387651384083,140.80941825259515,140.79379325259515,140.79952422145328,140.81842019896195,140.81255406574394,140.81339208477507,140.80582288062283,140.81477076124568,140.81655493079586,140.7884948096886,140.806660899654,140.82723291522493,140.8205017301038,140.8002000432526,140.81022923875432,140.8186634948097,140.80133542387543,140.80433607266437,140.80890462802768,140.818366133218,140.797848183391,140.81477076124568,140.7946312716263,140.80149762110727,140.80025410899654,140.81441933391002,140.80441717128028,140.81696042387543,140.81031033737025,140.81509515570934,140.80628243944636,140.79625324394465,140.80841803633217,140.7991187283737,140.79036007785467,140.82501621972318,140.8176903114187,140.81168901384083,140.81604130622839,140.81182417820068,140.8177714100346,140.80714749134947,140.81068879757785,140.806660899654,140.81433823529412,140.80912089100346,140.79500973183391,140.81360834775086,140.79879433391002,140.81222967128028
